,Unnamed: 0,Date,PitcherID,Pitcher,G,GS,IP,H,K,BB,R,HR,Outs,GS2
8713,8713,6/14/2024,641793,Zack Littell,1,1,2.0,8,2,1,6,2,6.0,6.0
8716,8716,6/14/2024,640455,Sean Manaea,1,1,5.0,4,7,1,1,1,15.0,58.0
8725,8725,6/14/2024,669387,Carmen Mlodzinski,1,1,1.0,1,2,1,0,0,3.0,44.0
8728,8728,6/14/2024,669194,Ryne Nelson,1,1,6.0,6,8,1,1,0,18.0,67.0
8731,8731,6/14/2024,642547,Freddy Peralta,1,1,5.1,10,6,1,6,2,16.0,26.0
8735,8735,6/14/2024,666142,Cole Ragans,1,1,7.0,6,4,1,3,2,21.0,51.0
8740,8740,6/14/2024,519242,Chris Sale,1,1,7.0,5,7,2,2,0,21.0,69.0
8743,8743,6/14/2024,669373,Tarik Skubal,1,1,6.1,6,2,1,4,1,19.0,48.0
8747,8747,6/14/2024,687765,Mitch Spence,1,1,5.2,9,3,1,4,1,17.0,39.0
8750,8750,6/14/2024,694813,Gavin Stone,1,1,7.0,4,3,2,3,1,21.0,58.0
8753,8753,6/14/2024,624133,Ranger Su\xc3\xa1rez,1,1,6.2,6,6,2,1,0,20.0,67.0
8758,8758,6/14/2024,663362,Matt Waldron,1,1,7.0,3,2,2,2,0,21.0,68.0
8762,8762,6/14/2024,696136,Jordan Wicks,1,1,1.2,2,2,0,0,0,5.0,48.0
8764,8764,6/14/2024,680573,Simeon Woods Richardson,1,1,4.0,4,4,4,4,1,12.0,34.0
8765,8765,6/15/2024,671096,Andrew Abbott,1,1,5.0,4,3,3,3,1,15.0,44.0
8768,8768,6/15/2024,681293,Spencer Arrighetti,1,1,1.1,5,2,2,7,3,4.0,-3.0
8777,8777,6/15/2024,621389,Ty Blach,1,1,5.2,7,5,1,2,1,17.0,51.0
8784,8784,6/15/2024,471911,Carlos Carrasco,1,1,5.0,6,2,2,5,0,15.0,41.0
8786,8786,6/15/2024,681867,Cooper Criswell,1,1,4.0,3,6,2,2,0,12.0,54.0
8790,8790,6/15/2024,543135,Nathan Eovaldi,1,1,3.0,4,6,4,4,1,9.0,30.0
8794,8794,6/15/2024,607200,Erick Fedde,1,1,6.0,8,6,0,2,0,18.0,60.0
8796,8796,6/15/2024,656427,Jack Flaherty,1,1,5.0,3,6,1,0,0,15.0,68.0
8809,8809,6/15/2024,687792,DJ Herz,1,1,6.0,1,13,0,0,0,18.0,87.0
8812,8812,6/15/2024,684007,Shota Imanaga,1,1,7.0,4,6,0,1,0,21.0,77.0
8817,8817,6/15/2024,683003,Jared Jones,1,1,4.2,6,6,4,6,1,14.0,30.0
8821,8821,6/15/2024,669923,George Kirby,1,1,6.0,3,6,2,0,0,18.0,72.0
8822,8822,6/15/2024,657649,Jared Koenig,1,1,0.2,1,0,0,0,0,2.0,42.0
8827,8827,6/15/2024,607625,Seth Lugo,1,1,6.0,6,4,1,2,0,18.0,60.0
8831,8831,6/15/2024,800049,Adam Mazur,1,1,3.2,3,4,6,2,0,11.0,42.0
8832,8832,6/15/2024,543518,Scott McGough,1,1,2.1,1,2,1,1,0,7.0,49.0
8838,8838,6/15/2024,450203,Charlie Morton,1,1,6.0,3,8,2,1,0,18.0,71.0
8842,8842,6/15/2024,669467,Andre Pallante,1,1,3.1,5,4,0,1,0,10.0,51.0
8844,8844,6/15/2024,686752,Ryan Pepiot,1,1,4.2,6,4,3,5,3,14.0,21.0
8846,8846,6/15/2024,500779,Jose Quintana,1,1,6.0,2,6,2,1,1,18.0,65.0
8848,8848,6/15/2024,670950,Trevor Richards,1,1,2.1,1,1,0,0,0,7.0,53.0
8849,8849,6/15/2024,607074,Carlos Rod\xc3\xb3n,1,1,5.0,7,7,3,5,0,15.0,42.0
8850,8850,6/15/2024,680570,Grayson Rodriguez,1,1,7.0,7,6,1,2,1,21.0,60.0
8851,8851,6/15/2024,669432,Trevor Rogers,1,1,7.0,6,3,0,2,1,21.0,61.0
8854,8854,6/15/2024,663776,Patrick Sandoval,1,1,5.0,8,5,2,3,1,15.0,40.0
8870,8870,6/15/2024,592836,Taijuan Walker,1,1,5.2,6,4,2,3,1,17.0,47.0
8875,8875,6/15/2024,676775,Keaton Winn,1,1,6.0,5,6,2,3,2,18.0,47.0
8876,8876,6/15/2024,808967,Yoshinobu Yamamoto,1,1,2.0,1,1,1,0,0,6.0,49.0
8889,8889,6/16/2024,621244,Jos\xc3\xa9 Berr\xc3\xados,1,1,6.0,8,1,0,4,1,18.0,43.0
8891,8891,6/16/2024,669854,Ronel Blanco,1,1,7.0,0,8,3,0,0,21.0,84.0
8893,8893,6/16/2024,669203,Corbin Burnes,1,1,6.0,7,7,2,2,0,18.0,59.0
8895,8895,6/16/2024,656302,Dylan Cease,1,1,3.2,7,5,3,7,2,11.0,14.0
8897,8897,6/16/2024,676710,Kutter Crawford,1,1,6.0,3,9,1,3,2,18.0,56.0
8903,8903,6/16/2024,641540,Dane Dunning,1,1,4.2,4,8,3,2,0,14.0,56.0
8905,8905,6/16/2024,621107,Zach Eflin,1,1,5.2,7,7,1,3,2,17.0,44.0
8907,8907,6/16/2024,683155,Joey Estes,1,1,2.2,8,2,1,6,2,8.0,10.0
8913,8913,6/16/2024,676596,Josh Fleming,1,1,4.0,4,2,0,0,0,12.0,58.0
8919,8919,6/16/2024,669302,Logan Gilbert,1,1,8.0,2,9,0,0,0,24.0,93.0
8921,8921,6/16/2024,607192,Tyler Glasnow,1,1,7.0,3,9,1,0,0,21.0,83.0
8932,8932,6/16/2024,641712,Dakota Hudson,1,1,5.1,7,5,1,3,0,16.0,52.0
8938,8938,6/16/2024,690829,Ben Joyce,1,1,2.0,1,3,1,0,0,6.0,51.0
8952,8952,6/16/2024,594902,Ben Lively,1,1,4.0,6,4,3,4,1,12.0,32.0
8953,8953,6/16/2024,666200,Jes\xc3\xbas Luzardo,1,1,5.0,5,2,3,2,2,15.0,38.0
8954,8954,6/16/2024,628317,Kenta Maeda,1,1,5.0,5,1,2,4,1,15.0,39.0
8964,8964,6/16/2024,656731,Tylor Megill,1,1,5.0,5,5,2,2,0,15.0,55.0
8965,8965,6/16/2024,571945,Miles Mikolas,1,1,6.1,4,5,0,1,0,19.0,72.0
8966,8966,6/16/2024,669062,Erik Miller,1,1,1.0,2,0,0,0,0,3.0,42.0
8969,8969,6/16/2024,593423,Frankie Montas,1,1,5.0,4,5,3,3,0,15.0,52.0
8970,8970,6/16/2024,656756,Jordan Montgomery,1,1,5.0,4,7,2,0,0,15.0,65.0
8973,8973,6/16/2024,641927,Bailey Ober,1,1,6.1,6,8,2,1,1,19.0,61.0
8974,8974,6/16/2024,663978,Chris Paddack,1,1,2.1,5,0,1,5,2,7.0,15.0
8976,8976,6/16/2024,680730,Mitchell Parker,1,1,6.0,6,4,0,1,0,18.0,65.0
8984,8984,6/16/2024,607067,Colin Rea,1,1,6.0,4,6,1,2,1,18.0,60.0
8990,8990,6/16/2024,676664,JP Sears,1,1,4.1,9,1,4,4,3,13.0,11.0
8994,8994,6/16/2024,663903,Brady Singer,1,1,6.0,5,4,2,3,3,18.0,39.0
9000,9000,6/16/2024,573186,Marcus Stroman,1,1,5.0,7,3,4,4,0,15.0,39.0
9002,9002,6/16/2024,592791,Jameson Taillon,1,1,6.0,7,3,2,2,1,18.0,49.0
9005,9005,6/16/2024,689672,Drew Thorpe,1,1,3.1,6,0,5,7,1,10.0,11.0
9012,9012,6/16/2024,694462,Hurston Waldrep,1,1,3.1,5,2,4,6,2,10.0,14.0
9017,9017,6/16/2024,554430,Zack Wheeler,1,1,4.1,9,4,2,8,4,13.0,0.0
9021,9021,6/17/2024,665871,Javier Assad,1,1,5.0,5,7,2,1,0,15.0,60.0
9036,9036,6/17/2024,608331,Max Fried,1,1,5.1,4,6,3,1,0,16.0,61.0
9038,9038,6/17/2024,666129,Braxton Garrett,1,1,6.0,5,6,0,1,1,18.0,63.0
9039,9039,6/17/2024,592351,Jon Gray,1,1,3.0,11,2,0,9,2,9.0,-1.0
9040,9040,6/17/2024,543243,Sonny Gray,1,1,7.2,5,4,2,2,0,23.0,70.0
9045,9045,6/17/2024,663855,Jordan Hicks,1,1,5.0,4,4,4,0,0,15.0,58.0
9050,9050,6/17/2024,579328,Yusei Kikuchi,1,1,4.0,7,7,0,5,4,12.0,18.0
9064,9064,6/17/2024,681857,Reese Olson,1,1,6.0,4,8,0,0,0,18.0,76.0
9066,9066,6/17/2024,572020,James Paxton,1,1,7.0,2,8,1,1,1,21.0,75.0
9069,9069,6/17/2024,656849,David Peterson,1,1,6.0,4,6,3,2,1,18.0,56.0
9070,9070,6/17/2024,601713,Nick Pivetta,1,1,7.0,9,4,1,3,2,21.0,45.0
9071,9071,6/17/2024,668676,Zach Plesac,1,1,6.0,4,1,2,3,2,18.0,44.0
9073,9073,6/17/2024,615698,Cal Quantrill,1,1,5.0,7,3,3,3,0,15.0,44.0
9075,9075,6/17/2024,692230,Carlos Rodriguez,1,1,4.2,6,3,2,4,1,14.0,37.0
9079,9079,6/17/2024,650911,Cristopher S\xc3\xa1nchez,1,1,7.0,6,5,1,1,0,21.0,70.0
9081,9081,6/17/2024,694973,Paul Skenes,1,1,6.0,6,7,1,1,0,18.0,66.0
9083,9083,6/17/2024,686730,Carson Spiers,1,1,6.0,7,5,1,4,0,18.0,53.0
9085,9085,6/17/2024,681190,Randy V\xc3\xa1squez,1,1,4.1,12,2,2,6,2,13.0,10.0
9100,9100,6/18/2024,605135,Chris Bassitt,1,1,6.0,7,6,2,2,0,18.0,58.0
9105,9105,6/18/2024,621111,Walker Buehler,1,1,4.0,7,2,1,7,2,12.0,17.0
9107,9107,6/18/2024,656288,Griffin Canning,1,1,5.0,8,4,2,4,1,15.0,36.0
9108,9108,6/18/2024,686563,Jonathan Cannon,1,1,8.2,7,4,1,0,0,26.0,80.0
9109,9109,6/18/2024,677944,Slade Cecconi,1,1,6.0,3,6,0,0,0,18.0,76.0
9112,9112,6/18/2024,650644,Aaron Civale,1,1,3.2,7,5,2,4,0,11.0,37.0
9115,9115,6/18/2024,641482,Nestor Cortes,1,1,6.0,5,6,0,0,0,18.0,72.0
9125,9125,6/18/2024,663559,Bailey Falter,1,1,7.0,7,3,2,2,1,21.0,55.0
9130,9130,6/18/2024,596295,Austin Gomber,1,1,6.2,5,3,2,4,2,20.0,45.0
9132,9132,6/18/2024,663687,Hogan Harris,1,1,5.0,4,3,2,1,1,15.0,52.0
9139,9139,6/18/2024,656557,Tanner Houck,1,1,5.2,6,5,2,2,0,17.0,57.0
9141,9141,6/18/2024,663623,Jake Irvin,1,1,5.0,8,2,4,4,1,15.0,30.0
9153,9153,6/18/2024,650633,Michael King,1,1,4.2,6,6,3,1,0,14.0,53.0
9160,9160,6/18/2024,666157,Nick Lodolo,1,1,7.0,4,8,0,1,1,21.0,73.0
9162,9162,6/18/2024,641154,Pablo L\xc3\xb3pez,1,1,4.0,7,3,1,5,2,12.0,24.0
9163,9163,6/18/2024,547179,Michael Lorenzen,1,1,6.0,4,3,1,3,2,18.0,48.0
9164,9164,6/18/2024,458681,Lance Lynn,1,1,5.1,10,5,0,5,2,16.0,30.0
9165,9165,6/18/2024,679525,Alec Marsh,1,1,3.0,7,4,2,7,1,9.0,17.0
9169,9169,6/18/2024,663474,Triston McKenzie,1,1,2.1,3,0,4,4,1,7.0,22.0
9171,9171,6/18/2024,682243,Bryce Miller,1,1,5.2,6,2,2,2,0,17.0,54.0
9174,9174,6/18/2024,663554,Casey Mize,1,1,4.0,5,3,0,2,0,12.0,51.0
9179,9179,6/18/2024,682610,Roddery Mu\xc3\xb1oz,1,1,4.0,8,3,2,6,3,12.0,11.0
9180,9180,6/18/2024,668964,Tobias Myers,1,1,6.1,4,6,2,0,0,19.0,72.0
9183,9183,6/18/2024,605400,Aaron Nola,1,1,6.0,4,6,1,3,1,18.0,57.0
9198,9198,6/18/2024,680885,Spencer Schwellenbach,1,1,6.0,3,7,2,1,0,18.0,70.0
9201,9201,6/18/2024,622663,Luis Severino,1,1,6.1,8,1,1,6,2,19.0,31.0
9206,9206,6/18/2024,657006,Justin Steele,1,1,6.2,4,8,2,2,0,20.0,70.0
9209,9209,6/18/2024,544150,Albert Su\xc3\xa1rez,1,1,3.2,6,3,5,3,0,11.0,34.0
9215,9215,6/18/2024,664285,Framber Valdez,1,1,6.0,2,5,5,2,0,18.0,61.0
9222,9222,6/18/2024,657277,Logan Webb,1,1,7.0,6,5,1,2,1,21.0,61.0
9231,9231,6/19/2024,542881,Tyler Anderson,1,1,7.0,4,5,3,1,0,21.0,70.0
9238,9238,6/19/2024,678394,Brayan Bello,1,1,6.0,7,6,2,2,0,18.0,58.0
9239,9239,6/19/2024,676440,Tanner Bibee,1,1,6.0,3,12,1,0,0,18.0,80.0
9243,9243,6/19/2024,671737,Taj Bradley,1,1,6.0,7,3,2,2,1,18.0,49.0
9246,9246,6/19/2024,686613,Hunter Brown,1,1,6.0,7,6,0,1,1,18.0,59.0
9251,9251,6/19/2024,630023,Yonny Chirinos,1,1,5.0,8,6,0,2,1,15.0,48.0
9253,9253,6/19/2024,543037,Gerrit Cole,1,1,4.0,3,5,1,2,0,12.0,55.0
9254,9254,6/19/2024,571578,Patrick Corbin,1,1,5.0,3,7,3,1,0,15.0,62.0
9255,9255,6/19/2024,676979,Garrett Crochet,1,1,6.0,9,8,1,3,0,18.0,55.0
9261,9261,6/19/2024,663372,Ryan Feltner,1,1,5.0,7,6,2,6,0,15.0,40.0
9268,9268,6/19/2024,592332,Kevin Gausman,1,1,5.2,6,4,3,4,2,17.0,36.0
9271,9271,6/19/2024,668881,Hunter Greene,1,1,6.1,2,9,0,0,0,19.0,83.0
9274,9274,6/19/2024,571760,Andrew Heaney,1,1,6.0,4,9,2,3,1,18.0,58.0
9275,9275,6/19/2024,543294,Kyle Hendricks,1,1,5.2,2,8,1,1,0,17.0,73.0
9287,9287,6/19/2024,656605,Mitch Keller,1,1,7.0,2,7,2,0,0,21.0,81.0
9296,9296,6/19/2024,669461,Matthew Liberatore,1,1,3.2,3,1,1,2,2,11.0,37.0
9297,9297,6/19/2024,625643,Reynaldo L\xc3\xb3pez,1,1,5.0,7,6,1,0,0,15.0,60.0
9298,9298,6/19/2024,640455,Sean Manaea,1,1,5.2,2,6,3,3,0,17.0,61.0
9308,9308,6/19/2024,665622,Luis Medina,1,1,5.2,6,3,2,1,0,17.0,58.0
9310,9310,6/19/2024,676272,Bobby Miller,1,1,6.1,6,2,3,5,1,19.0,41.0
9311,9311,6/19/2024,669062,Erik Miller,1,1,1.0,0,2,1,0,0,3.0,46.0
9317,9317,6/19/2024,642547,Freddy Peralta,1,1,6.0,3,8,2,0,0,18.0,74.0
9319,9319,6/19/2024,694297,Brandon Pfaadt,1,1,6.1,5,0,4,3,1,19.0,45.0
9322,9322,6/19/2024,700249,Cade Povich,1,1,4.2,1,1,5,1,0,14.0,54.0
9325,9325,6/19/2024,666142,Cole Ragans,1,1,6.0,4,7,4,2,0,18.0,61.0
9331,9331,6/19/2024,657746,Joe Ryan,1,1,6.0,6,5,1,1,1,18.0,58.0
9335,9335,6/19/2024,669373,Tarik Skubal,1,1,4.0,7,7,2,4,2,12.0,29.0
9342,9342,6/19/2024,624133,Ranger Su\xc3\xa1rez,1,1,6.0,6,4,0,1,1,18.0,59.0
9347,9347,6/19/2024,663362,Matt Waldron,1,1,7.0,5,6,2,1,1,21.0,65.0
9352,9352,6/19/2024,693433,Bryan Woo,1,1,4.0,4,1,1,3,1,12.0,40.0
9356,9356,6/20/2024,671106,Logan Allen,1,1,6.0,4,2,4,3,1,18.0,47.0
9359,9359,6/20/2024,681293,Spencer Arrighetti,1,1,4.1,5,2,4,3,0,13.0,41.0
9363,9363,6/20/2024,621389,Ty Blach,1,1,4.0,10,2,1,5,3,12.0,11.0
9365,9365,6/20/2024,622491,Luis Castillo,1,1,5.0,8,4,2,5,2,15.0,27.0
9373,9373,6/20/2024,623167,Chris Flexen,1,1,6.0,5,6,3,1,1,18.0,57.0
9376,9376,6/20/2024,661563,Luis Gil,1,1,1.1,8,1,2,7,1,4.0,2.0
9378,9378,6/20/2024,669022,MacKenzie Gore,1,1,5.0,9,7,2,2,0,15.0,49.0
9384,9384,6/20/2024,608344,Cole Irvin,1,1,4.2,5,2,2,5,2,14.0,29.0
9396,9396,6/20/2024,641793,Zack Littell,1,1,5.0,5,5,2,2,1,15.0,49.0
9397,9397,6/20/2024,607625,Seth Lugo,1,1,6.2,6,8,3,2,1,20.0,58.0
9400,9400,6/20/2024,800049,Adam Mazur,1,1,4.2,5,3,3,3,1,14.0,40.0
9406,9406,6/20/2024,669194,Ryne Nelson,1,1,7.0,3,2,0,2,2,21.0,60.0
9409,9409,6/20/2024,669467,Andre Pallante,1,1,5.1,7,5,3,5,1,16.0,36.0
9423,9423,6/20/2024,687765,Mitch Spence,1,1,6.0,6,7,1,2,2,18.0,51.0
9425,9425,6/20/2024,694813,Gavin Stone,1,1,5.1,4,7,2,2,0,16.0,61.0
9437,9437,6/20/2024,669060,Bryse Wilson,1,1,4.2,7,5,2,5,3,14.0,22.0
9439,9439,6/20/2024,676775,Keaton Winn,1,1,2.2,5,2,1,5,1,8.0,25.0
9440,9440,6/20/2024,680573,Simeon Woods Richardson,1,1,6.0,4,6,2,2,0,18.0,64.0
9442,9442,6/21/2024,671096,Andrew Abbott,1,1,5.2,4,10,1,2,2,17.0,56.0
9451,9451,6/21/2024,814005,Jake Bloss,1,1,3.2,6,2,1,2,0,11.0,44.0
9456,9456,6/21/2024,471911,Carlos Carrasco,1,1,6.0,4,7,0,1,1,18.0,66.0
9457,9457,6/21/2024,656302,Dylan Cease,1,1,4.2,6,10,2,4,0,14.0,50.0
9460,9460,6/21/2024,676710,Kutter Crawford,1,1,6.1,5,7,2,3,3,19.0,44.0
9468,9468,6/21/2024,543135,Nathan Eovaldi,1,1,6.0,4,6,1,2,1,18.0,60.0
9470,9470,6/21/2024,683155,Joey Estes,1,1,6.0,5,1,1,2,1,18.0,53.0
9473,9473,6/21/2024,607200,Erick Fedde,1,1,7.0,5,3,1,2,1,21.0,61.0
9474,9474,6/21/2024,656427,Jack Flaherty,1,1,5.2,5,8,2,1,1,17.0,59.0
9489,9489,6/21/2024,687792,DJ Herz,1,1,3.2,7,5,0,3,3,11.0,26.0
9492,9492,6/21/2024,641712,Dakota Hudson,1,1,3.0,11,0,2,8,2,9.0,-4.0
9493,9493,6/21/2024,684007,Shota Imanaga,1,1,3.0,11,3,1,10,3,9.0,-11.0
9498,9498,6/21/2024,669923,George Kirby,1,1,7.0,5,5,0,2,2,21.0,59.0
9499,9499,6/21/2024,689017,Landon Knack,1,1,5.0,2,2,2,0,0,15.0,64.0
9514,9514,6/21/2024,669387,Carmen Mlodzinski,1,1,1.2,4,0,0,1,0,5.0,39.0
9517,9517,6/21/2024,656756,Jordan Montgomery,1,1,6.0,5,5,1,2,1,18.0,57.0
9524,9524,6/21/2024,663978,Chris Paddack,1,1,4.2,5,3,3,3,0,14.0,46.0
9527,9527,6/21/2024,686752,Ryan Pepiot,1,1,3.1,3,3,4,2,0,10.0,43.0
9530,9530,6/21/2024,500779,Jose Quintana,1,1,6.1,4,8,1,0,0,19.0,76.0
9533,9533,6/21/2024,607067,Colin Rea,1,1,5.1,6,0,2,5,2,16.0,29.0
9536,9536,6/21/2024,607074,Carlos Rod\xc3\xb3n,1,1,3.2,11,3,2,7,3,11.0,0.0
9537,9537,6/21/2024,680570,Grayson Rodriguez,1,1,5.0,9,8,2,7,1,15.0,29.0
9538,9538,6/21/2024,684320,Yariel Rodr\xc3\xadguez,1,1,1.1,2,1,3,4,0,4.0,27.0
9539,9539,6/21/2024,669432,Trevor Rogers,1,1,6.1,4,5,1,2,0,19.0,67.0
9540,9540,6/21/2024,519242,Chris Sale,1,1,5.0,1,8,3,1,0,15.0,67.0
9541,9541,6/21/2024,663776,Patrick Sandoval,1,1,2.1,2,1,2,0,0,7.0,47.0
9546,9546,6/21/2024,663903,Brady Singer,1,1,5.0,3,4,2,1,0,15.0,61.0
9557,9557,6/21/2024,592836,Taijuan Walker,1,1,4.0,5,3,3,4,3,12.0,21.0
9564,9564,6/22/2024,641312,Shaun Anderson,1,1,3.1,8,3,0,5,0,10.0,32.0
9573,9573,6/22/2024,621244,Jos\xc3\xa9 Berr\xc3\xados,1,1,5.0,6,3,1,5,3,15.0,26.0
9578,9578,6/22/2024,669854,Ronel Blanco,1,1,7.0,4,4,3,1,1,21.0,63.0
9585,9585,6/22/2024,669203,Corbin Burnes,1,1,7.0,5,5,0,4,2,21.0,53.0
9595,9595,6/22/2024,621107,Zach Eflin,1,1,7.0,5,6,1,4,1,21.0,58.0
9602,9602,6/22/2024,669302,Logan Gilbert,1,1,8.0,4,6,1,0,0,24.0,84.0
9603,9603,6/22/2024,607192,Tyler Glasnow,1,1,7.0,2,10,0,1,1,21.0,79.0
9604,9604,6/22/2024,592351,Jon Gray,1,1,6.0,2,3,0,0,0,18.0,75.0
9607,9607,6/22/2024,674072,Tommy Henry,1,1,3.2,6,2,2,6,2,11.0,18.0
9608,9608,6/22/2024,663855,Jordan Hicks,1,1,4.0,6,1,3,5,2,12.0,20.0
9614,9614,6/22/2024,683003,Jared Jones,1,1,7.0,3,8,3,2,0,21.0,72.0
9622,9622,6/22/2024,594902,Ben Lively,1,1,5.2,3,4,2,2,2,17.0,50.0
9623,9623,6/22/2024,628317,Kenta Maeda,1,1,4.2,8,5,0,3,0,14.0,48.0
9629,9629,6/22/2024,656731,Tylor Megill,1,1,3.0,5,6,3,6,1,9.0,24.0
9630,9630,6/22/2024,571945,Miles Mikolas,1,1,6.0,6,3,2,4,0,18.0,51.0
9633,9633,6/22/2024,593423,Frankie Montas,1,1,6.0,5,4,1,2,1,18.0,56.0
9635,9635,6/22/2024,450203,Charlie Morton,1,1,5.2,5,4,5,5,1,17.0,37.0
9638,9638,6/22/2024,641927,Bailey Ober,1,1,9.0,4,10,0,2,2,27.0,78.0
9640,9640,6/22/2024,680730,Mitchell Parker,1,1,6.0,6,8,2,4,1,18.0,50.0
9644,9644,6/22/2024,601713,Nick Pivetta,1,1,4.1,6,5,1,3,2,13.0,36.0
9645,9645,6/22/2024,668676,Zach Plesac,1,1,3.1,7,1,1,6,2,10.0,15.0
9647,9647,6/22/2024,615698,Cal Quantrill,1,1,6.0,7,5,1,3,1,18.0,50.0
9650,9650,6/22/2024,692230,Carlos Rodriguez,1,1,4.0,6,2,0,4,2,12.0,30.0
9653,9653,6/22/2024,676664,JP Sears,1,1,1.1,9,1,0,8,1,4.0,1.0
9659,9659,6/22/2024,573186,Marcus Stroman,1,1,6.2,3,6,2,3,2,20.0,55.0
9661,9661,6/22/2024,592791,Jameson Taillon,1,1,7.0,6,10,0,1,1,21.0,71.0
9662,9662,6/22/2024,689672,Drew Thorpe,1,1,6.0,2,5,4,0,0,18.0,69.0
9664,9664,6/22/2024,681190,Randy V\xc3\xa1squez,1,1,5.0,5,3,3,0,0,15.0,57.0
9668,9668,6/22/2024,608379,Michael Wacha,1,1,5.0,3,5,1,1,1,15.0,58.0
9672,9672,6/22/2024,554430,Zack Wheeler,1,1,7.0,2,8,0,1,0,21.0,83.0
9681,9681,6/23/2024,665871,Javier Assad,1,1,4.1,7,0,1,4,2,13.0,26.0
9689,9689,6/23/2024,686563,Jonathan Cannon,1,1,1.0,7,1,0,5,2,3.0,6.0
9690,9690,6/23/2024,677944,Slade Cecconi,1,1,3.0,5,2,0,1,0,9.0,47.0
9691,9691,6/23/2024,650644,Aaron Civale,1,1,5.0,3,3,1,1,1,15.0,56.0
9695,9695,6/23/2024,641482,Nestor Cortes,1,1,7.0,5,7,0,3,1,21.0,64.0
9704,9704,6/23/2024,607536,Kyle Freeland,1,1,6.0,1,4,1,0,0,18.0,76.0
9705,9705,6/23/2024,608331,Max Fried,1,1,6.0,6,4,0,1,0,18.0,65.0
9708,9708,6/23/2024,543243,Sonny Gray,1,1,7.0,1,8,0,1,1,21.0,79.0
9710,9710,6/23/2024,663687,Hogan Harris,1,1,6.0,5,2,2,3,1,18.0,49.0
9722,9722,6/23/2024,663623,Jake Irvin,1,1,6.0,3,10,1,1,1,18.0,69.0
9731,9731,6/23/2024,677161,Zack Kelly,1,1,2.2,1,3,0,0,0,8.0,57.0
9732,9732,6/23/2024,579328,Yusei Kikuchi,1,1,2.0,8,3,1,4,0,6.0,25.0
9734,9734,6/23/2024,650633,Michael King,1,1,6.0,9,8,1,5,0,18.0,49.0
9739,9739,6/23/2024,666157,Nick Lodolo,1,1,4.2,5,3,4,3,1,14.0,38.0
9741,9741,6/23/2024,641154,Pablo L\xc3\xb3pez,1,1,8.0,2,14,1,0,0,24.0,96.0
9743,9743,6/23/2024,679525,Alec Marsh,1,1,5.2,8,4,2,3,0,17.0,49.0
9748,9748,6/23/2024,663474,Triston McKenzie,1,1,3.0,3,6,4,3,2,9.0,29.0
9751,9751,6/23/2024,682243,Bryce Miller,1,1,4.0,6,3,1,6,2,12.0,23.0
9753,9753,6/23/2024,668964,Tobias Myers,1,1,5.0,5,3,0,1,0,15.0,60.0
9757,9757,6/23/2024,681857,Reese Olson,1,1,6.1,4,3,0,2,0,19.0,67.0
9766,9766,6/23/2024,650911,Cristopher S\xc3\xa1nchez,1,1,7.0,3,4,0,0,0,21.0,80.0
9768,9768,6/23/2024,453286,Max Scherzer,1,1,5.0,1,4,0,0,0,15.0,72.0
9770,9770,6/23/2024,622663,Luis Severino,1,1,6.0,3,10,0,0,0,18.0,80.0
9772,9772,6/23/2024,694973,Paul Skenes,1,1,7.0,6,8,1,1,1,21.0,67.0
9776,9776,6/23/2024,544150,Albert Su\xc3\xa1rez,1,1,5.0,10,3,3,5,1,15.0,26.0
9781,9781,6/23/2024,667725,Kyle Tyler,1,1,4.0,3,2,3,2,1,12.0,42.0
9783,9783,6/23/2024,664285,Framber Valdez,1,1,7.0,6,7,2,1,1,21.0,64.0
9787,9787,6/23/2024,657277,Logan Webb,1,1,6.0,9,8,2,4,0,18.0,50.0
9795,9795,6/24/2024,605135,Chris Bassitt,1,1,7.0,5,2,1,2,1,21.0,60.0
9797,9797,6/24/2024,676440,Tanner Bibee,1,1,6.0,5,7,1,1,0,18.0,68.0
9799,9799,6/24/2024,671737,Taj Bradley,1,1,5.1,2,8,4,1,1,16.0,59.0
9807,9807,6/24/2024,656288,Griffin Canning,1,1,7.0,5,5,1,1,1,21.0,66.0
9810,9810,6/24/2024,571578,Patrick Corbin,1,1,7.0,5,5,0,3,0,21.0,68.0
9811,9811,6/24/2024,676979,Garrett Crochet,1,1,5.2,5,6,0,0,0,17.0,70.0
9820,9820,6/24/2024,663559,Bailey Falter,1,1,4.0,5,2,1,4,0,12.0,42.0
9831,9831,6/24/2024,656557,Tanner Houck,1,1,6.2,5,7,1,2,0,20.0,69.0
9844,9844,6/24/2024,547179,Michael Lorenzen,1,1,5.0,5,5,1,2,0,15.0,57.0
9845,9845,6/24/2024,458681,Lance Lynn,1,1,6.2,4,5,0,1,1,20.0,68.0
9849,9849,6/24/2024,665622,Luis Medina,1,1,3.0,5,4,2,4,1,9.0,30.0
9852,9852,6/24/2024,669062,Erik Miller,1,1,1.0,0,0,1,0,0,3.0,44.0
9854,9854,6/24/2024,663554,Casey Mize,1,1,4.1,9,10,0,3,1,13.0,43.0
9857,9857,6/24/2024,682610,Roddery Mu\xc3\xb1oz,1,1,6.0,6,4,4,4,3,18.0,30.0
9858,9858,6/24/2024,605400,Aaron Nola,1,1,7.0,6,6,0,1,0,21.0,73.0
9859,9859,6/24/2024,572020,James Paxton,1,1,5.0,3,6,3,0,0,15.0,64.0
9863,9863,6/24/2024,642547,Freddy Peralta,1,1,5.0,4,6,2,2,0,15.0,58.0
