,Unnamed: 0,Date,PitcherID,Pitcher,G,GS,IP,H,K,BB,R,HR,Outs,GS2
1228,1228,4/7/2024,681217,Chase Silseth,1,1,5.0,3,7,2,3,3,15.0,40.0
1232,1232,4/7/2024,694813,Gavin Stone,1,1,3.0,6,5,3,5,0,9.0,30.0
1240,1240,4/7/2024,663362,Matt Waldron,1,1,5.1,3,5,1,0,0,16.0,69.0
1242,1242,4/7/2024,657277,Logan Webb,1,1,7.0,10,3,0,2,0,21.0,59.0
1252,1252,4/8/2024,542881,Tyler Anderson,1,1,7.0,4,3,1,0,0,21.0,75.0
1254,1254,4/8/2024,676879,Aaron Ashby,1,1,3.2,6,2,2,4,1,11.0,30.0
1255,1255,4/8/2024,668933,Graham Ashcraft,1,1,5.2,9,6,1,5,1,17.0,39.0
1256,1256,4/8/2024,665871,Javier Assad,1,1,5.0,3,7,3,2,1,15.0,53.0
1258,1258,4/8/2024,621383,Tanner Banks,1,1,2.1,2,5,0,1,0,7.0,52.0
1260,1260,4/8/2024,621244,Jos\xc3\xa9 Berr\xc3\xados,1,1,6.2,4,6,1,0,0,20.0,76.0
1267,1267,4/8/2024,622491,Luis Castillo,1,1,5.0,9,6,1,4,0,15.0,44.0
1272,1272,4/8/2024,641482,Nestor Cortes,1,1,8.0,2,6,0,0,0,24.0,90.0
1275,1275,4/8/2024,506433,Yu Darvish,1,1,3.0,4,4,3,4,0,9.0,36.0
1281,1281,4/8/2024,621107,Zach Eflin,1,1,5.0,9,5,0,5,1,15.0,36.0
1284,1284,4/8/2024,607536,Kyle Freeland,1,1,5.0,6,2,2,2,0,15.0,50.0
1289,1289,4/8/2024,668678,Zac Gallen,1,1,5.0,8,10,0,3,0,15.0,55.0
1293,1293,4/8/2024,571760,Andrew Heaney,1,1,3.2,4,2,3,6,1,11.0,26.0
1295,1295,4/8/2024,668874,Blair Henley,1,1,0.1,4,0,3,5,0,1.0,13.0
1305,1305,4/8/2024,656605,Mitch Keller,1,1,6.0,5,9,3,2,0,18.0,63.0
1313,1313,4/8/2024,666200,Jes\xc3\xbas Luzardo,1,1,4.2,8,4,5,7,2,14.0,13.0
1318,1318,4/8/2024,663474,Triston McKenzie,1,1,5.2,3,2,4,0,0,17.0,62.0
1320,1320,4/8/2024,571945,Miles Mikolas,1,1,6.2,6,3,2,2,0,20.0,61.0
1324,1324,4/8/2024,450203,Charlie Morton,1,1,5.2,5,4,5,4,1,17.0,40.0
1326,1326,4/8/2024,641927,Bailey Ober,1,1,5.0,3,7,2,1,0,15.0,64.0
1328,1328,4/8/2024,681857,Reese Olson,1,1,4.1,9,3,3,6,0,13.0,27.0
1330,1330,4/8/2024,572020,James Paxton,1,1,6.0,3,4,1,2,1,18.0,60.0
1344,1344,4/8/2024,605483,Blake Snell,1,1,3.0,3,5,2,3,0,9.0,44.0
1349,1349,4/8/2024,527054,Julio Teheran,1,1,2.2,6,3,2,4,1,8.0,25.0
1351,1351,4/8/2024,605513,Spencer Turnbull,1,1,6.0,2,6,1,0,0,18.0,76.0
1356,1356,4/8/2024,592866,Trevor Williams,1,1,5.0,3,2,3,1,0,15.0,57.0
1361,1361,4/9/2024,672851,Joan Adon,1,1,4.0,3,2,3,1,0,12.0,51.0
1363,1363,4/9/2024,671106,Logan Allen,1,1,4.0,7,4,1,5,0,12.0,37.0
1368,1368,4/9/2024,605135,Chris Bassitt,1,1,6.2,5,8,4,1,1,20.0,61.0
1371,1371,4/9/2024,678394,Brayan Bello,1,1,5.1,4,3,2,1,0,16.0,60.0
1375,1375,4/9/2024,676962,Ben Brown,1,1,4.2,3,5,1,0,0,14.0,65.0
1377,1377,4/9/2024,669203,Corbin Burnes,1,1,7.0,2,6,2,1,1,21.0,71.0
1379,1379,4/9/2024,650644,Aaron Civale,1,1,5.0,4,4,1,2,1,15.0,52.0
1384,1384,4/9/2024,543135,Nathan Eovaldi,1,1,5.2,3,8,2,1,1,17.0,63.0
1394,1394,4/9/2024,607192,Tyler Glasnow,1,1,7.0,3,14,0,0,0,21.0,90.0
1395,1395,4/9/2024,543243,Sonny Gray,1,1,5.0,5,5,0,0,0,15.0,65.0
1399,1399,4/9/2024,690986,Kyle Harrison,1,1,6.0,5,8,0,3,1,18.0,59.0
1405,1405,4/9/2024,605288,Adrian Houser,1,1,5.0,8,1,2,5,0,15.0,36.0
1408,1408,4/9/2024,664299,Cristian Javier,1,1,5.1,5,4,3,2,0,16.0,54.0
1410,1410,4/9/2024,518876,Merrill Kelly,1,1,6.0,6,4,3,2,0,18.0,56.0
1413,1413,4/9/2024,669923,George Kirby,1,1,4.0,8,3,0,5,1,12.0,30.0
1422,1422,4/9/2024,625643,Reynaldo L\xc3\xb3pez,1,1,6.0,3,6,3,0,0,18.0,70.0
1428,1428,4/9/2024,663554,Casey Mize,1,1,5.0,5,2,1,2,1,15.0,48.0
1429,1429,4/9/2024,593423,Frankie Montas,1,1,5.0,6,4,1,3,0,15.0,51.0
1432,1432,4/9/2024,605397,Joe Musgrove,1,1,4.0,5,5,3,4,1,12.0,35.0
1437,1437,4/9/2024,527048,Mart\xc3\xadn P\xc3\xa9rez,1,1,8.0,6,7,0,1,0,24.0,80.0
1441,1441,4/9/2024,640462,A.J. Puk,1,1,4.2,4,2,5,1,1,14.0,43.0
1442,1442,4/9/2024,615698,Cal Quantrill,1,1,6.0,8,6,0,3,2,18.0,45.0
1443,1443,4/9/2024,666142,Cole Ragans,1,1,5.0,10,5,1,3,0,15.0,44.0
1446,1446,4/9/2024,607074,Carlos Rod\xc3\xb3n,1,1,6.0,5,6,2,2,0,18.0,62.0
1451,1451,4/9/2024,605452,Joe Ross,1,1,6.1,5,7,1,2,0,19.0,67.0
1454,1454,4/9/2024,663776,Patrick Sandoval,1,1,5.0,5,6,3,3,0,15.0,51.0
1459,1459,4/9/2024,647336,Michael Soroka,1,1,3.2,4,4,3,4,1,11.0,34.0
1473,1473,4/9/2024,686973,Louie Varland,1,1,5.0,7,6,3,6,2,15.0,26.0
1480,1480,4/9/2024,554430,Zack Wheeler,1,1,7.0,6,5,1,3,1,21.0,58.0
1483,1483,4/9/2024,622072,Alex Wood,1,1,4.0,5,2,3,2,1,12.0,38.0
1488,1488,4/10/2024,681293,Spencer Arrighetti,1,1,3.0,7,3,3,7,0,9.0,20.0
1494,1494,4/10/2024,676440,Tanner Bibee,1,1,4.1,6,2,3,5,1,13.0,29.0
1497,1497,4/10/2024,674003,Cody Bradford,1,1,6.2,5,7,1,0,0,20.0,75.0
1500,1500,4/10/2024,656302,Dylan Cease,1,1,6.0,2,7,2,0,1,18.0,69.0
1503,1503,4/10/2024,571578,Patrick Corbin,1,1,5.2,11,2,0,7,0,17.0,33.0
1504,1504,4/10/2024,676710,Kutter Crawford,1,1,5.0,2,6,4,0,0,15.0,64.0
1511,1511,4/10/2024,607200,Erick Fedde,1,1,5.0,4,3,3,4,3,15.0,29.0
1516,1516,4/10/2024,669302,Logan Gilbert,1,1,7.2,5,8,1,1,1,23.0,73.0
1518,1518,4/10/2024,596295,Austin Gomber,1,1,6.0,6,4,2,2,1,18.0,52.0
1520,1520,4/10/2024,668881,Hunter Greene,1,1,6.0,6,9,1,6,2,18.0,41.0
1522,1522,4/10/2024,543294,Kyle Hendricks,1,1,5.0,9,2,0,7,2,15.0,21.0
1523,1523,4/10/2024,674072,Tommy Henry,1,1,5.0,4,6,3,2,1,15.0,50.0
1525,1525,4/10/2024,663855,Jordan Hicks,1,1,6.0,4,2,2,1,1,18.0,57.0
1528,1528,4/10/2024,608344,Cole Irvin,1,1,5.0,7,4,3,5,1,15.0,33.0
1534,1534,4/10/2024,579328,Yusei Kikuchi,1,1,6.0,3,9,2,1,0,18.0,72.0
1541,1541,4/10/2024,641793,Zack Littell,1,1,4.1,6,4,3,1,0,13.0,49.0
1542,1542,4/10/2024,607625,Seth Lugo,1,1,6.0,7,2,2,2,0,18.0,54.0
1544,1544,4/10/2024,458681,Lance Lynn,1,1,5.0,1,6,4,0,0,15.0,66.0
1552,1552,4/10/2024,489119,Wade Miley,1,1,4.0,1,0,2,1,0,12.0,55.0
1553,1553,4/10/2024,676272,Bobby Miller,1,1,4.0,5,4,3,2,1,12.0,40.0
1561,1561,4/10/2024,605400,Aaron Nola,1,1,6.0,3,3,3,2,2,18.0,49.0
1563,1563,4/10/2024,663978,Chris Paddack,1,1,4.2,6,5,2,2,1,14.0,45.0
1579,1579,4/10/2024,667755,Jos\xc3\xa9 Soriano,1,1,4.0,6,6,0,4,1,12.0,40.0
1584,1584,4/10/2024,548389,Ross Stripling,1,1,6.0,11,5,3,6,0,18.0,35.0
1585,1585,4/10/2024,573186,Marcus Stroman,1,1,5.0,4,7,4,4,1,15.0,43.0
1590,1590,4/10/2024,677960,Ryan Weathers,1,1,5.0,3,1,3,0,0,15.0,59.0
1600,1600,4/11/2024,686613,Hunter Brown,1,1,0.2,11,0,1,9,1,2.0,-13.0
1605,1605,4/11/2024,592351,Jon Gray,1,1,5.0,3,9,1,1,1,15.0,62.0
1610,1610,4/11/2024,683003,Jared Jones,1,1,6.1,6,8,0,3,2,19.0,53.0
1622,1622,4/11/2024,500779,Jose Quintana,1,1,5.1,5,4,2,3,0,16.0,53.0
1623,1623,4/11/2024,680570,Grayson Rodriguez,1,1,5.2,6,5,2,2,0,17.0,57.0
1627,1627,4/11/2024,676664,JP Sears,1,1,6.1,1,5,3,0,0,19.0,75.0
1628,1628,4/11/2024,663903,Brady Singer,1,1,5.0,5,4,2,1,1,15.0,51.0
1632,1632,4/11/2024,624133,Ranger Su\xc3\xa1rez,1,1,6.0,2,8,2,0,0,18.0,76.0
1636,1636,4/11/2024,676477,Garrett Whitlock,1,1,5.0,4,4,2,1,1,15.0,53.0
1637,1637,4/11/2024,642216,Allan Winans,1,1,5.0,8,1,2,6,1,15.0,27.0
1639,1639,4/12/2024,671096,Andrew Abbott,1,1,7.0,4,3,0,1,0,21.0,74.0
1649,1649,4/12/2024,621112,Paul Blackburn,1,1,6.1,5,4,2,0,0,19.0,68.0
1663,1663,4/12/2024,672282,Reid Detmers,1,1,6.1,3,7,2,0,0,19.0,75.0
1665,1665,4/12/2024,641540,Dane Dunning,1,1,5.0,5,3,2,3,1,15.0,44.0
1670,1670,4/12/2024,663559,Bailey Falter,1,1,5.0,4,3,0,1,0,15.0,62.0
1672,1672,4/12/2024,663372,Ryan Feltner,1,1,5.0,8,4,2,2,1,15.0,42.0
1675,1675,4/12/2024,623167,Chris Flexen,1,1,2.2,7,2,1,6,2,8.0,12.0
1676,1676,4/12/2024,641585,J.P. France,1,1,4.0,8,3,4,8,1,12.0,13.0
1678,1678,4/12/2024,608331,Max Fried,1,1,6.1,4,4,1,1,0,19.0,69.0
1685,1685,4/12/2024,592332,Kevin Gausman,1,1,3.2,10,4,0,6,0,11.0,28.0
1692,1692,4/12/2024,656557,Tanner Houck,1,1,5.2,12,2,0,4,1,17.0,34.0
1694,1694,4/12/2024,663623,Jake Irvin,1,1,6.0,1,5,2,1,1,18.0,66.0
1700,1700,4/12/2024,650633,Michael King,1,1,5.0,6,4,2,4,4,15.0,22.0
1708,1708,4/12/2024,641154,Pablo L\xc3\xb3pez,1,1,4.0,6,7,3,5,1,12.0,32.0
1714,1714,4/12/2024,571927,Steven Matz,1,1,4.2,8,2,0,1,0,14.0,51.0
1717,1717,4/12/2024,682243,Bryce Miller,1,1,6.1,3,4,3,0,0,19.0,70.0
1724,1724,4/12/2024,642547,Freddy Peralta,1,1,6.0,5,11,0,1,1,18.0,68.0
1726,1726,4/12/2024,694297,Brandon Pfaadt,1,1,6.0,7,4,2,6,2,18.0,32.0
1732,1732,4/12/2024,669432,Trevor Rogers,1,1,5.0,8,5,1,2,0,15.0,51.0
1735,1735,4/12/2024,650911,Cristopher S\xc3\xa1nchez,1,1,6.0,4,6,3,1,0,18.0,65.0
1736,1736,4/12/2024,622663,Luis Severino,1,1,5.0,1,4,4,1,1,15.0,55.0
1738,1738,4/12/2024,669373,Tarik Skubal,1,1,5.0,2,5,2,0,0,15.0,67.0
1753,1753,4/12/2024,608379,Michael Wacha,1,1,6.0,10,4,2,5,0,18.0,41.0
1754,1754,4/12/2024,621097,Jacob Waguespack,1,1,4.0,4,4,2,0,0,12.0,56.0
1758,1758,4/12/2024,669330,Tyler Wells,1,1,4.0,6,3,1,4,1,12.0,35.0
1760,1760,4/12/2024,696136,Jordan Wicks,1,1,4.0,5,6,4,4,0,12.0,40.0
1761,1761,4/12/2024,676775,Keaton Winn,1,1,5.0,5,6,3,2,0,15.0,54.0
1762,1762,4/12/2024,808967,Yoshinobu Yamamoto,1,1,5.0,4,6,1,3,2,15.0,45.0
1778,1778,4/13/2024,669854,Ronel Blanco,1,1,6.0,5,5,3,2,0,18.0,59.0
1779,1779,4/13/2024,671212,Joe Boyle,1,1,5.0,5,5,1,1,0,15.0,60.0
1782,1782,4/13/2024,656288,Griffin Canning,1,1,4.0,9,6,0,6,1,12.0,28.0
1783,1783,4/13/2024,471911,Carlos Carrasco,1,1,4.2,5,2,5,1,0,14.0,47.0
1788,1788,4/13/2024,681867,Cooper Criswell,1,1,4.0,5,4,1,2,1,12.0,44.0
1789,1789,4/13/2024,676979,Garrett Crochet,1,1,4.2,4,10,3,5,0,14.0,49.0
1805,1805,4/13/2024,502043,Kyle Gibson,1,1,6.0,6,2,3,4,1,18.0,42.0
1807,1807,4/13/2024,594835,Marco Gonzales,1,1,6.0,6,5,3,2,1,18.0,51.0
1808,1808,4/13/2024,669022,MacKenzie Gore,1,1,5.0,4,11,1,0,0,15.0,71.0
1811,1811,4/13/2024,669084,DL Hall,1,1,3.1,8,4,1,5,3,10.0,13.0
1813,1813,4/13/2024,676106,Emerson Hancock,1,1,6.0,4,4,0,2,1,18.0,60.0
1815,1815,4/13/2024,571760,Andrew Heaney,1,1,3.2,4,1,4,2,0,11.0,41.0
1823,1823,4/13/2024,641712,Dakota Hudson,1,1,6.0,5,5,3,5,1,18.0,44.0
1825,1825,4/13/2024,684007,Shota Imanaga,1,1,5.1,5,4,2,0,0,16.0,62.0
1831,1831,4/13/2024,665152,Dean Kremer,1,1,4.0,10,3,1,6,2,12.0,15.0
1838,1838,4/13/2024,666157,Nick Lodolo,1,1,5.2,1,10,1,0,0,17.0,80.0
1840,1840,4/13/2024,628317,Kenta Maeda,1,1,6.0,5,5,0,1,0,18.0,68.0
1841,1841,4/13/2024,640455,Sean Manaea,1,1,3.2,9,4,3,6,1,11.0,18.0
1842,1842,4/13/2024,666159,Matt Manning,1,1,6.2,5,7,2,4,2,20.0,49.0
1844,1844,4/13/2024,679525,Alec Marsh,1,1,5.0,5,2,1,4,1,15.0,42.0
1848,1848,4/13/2024,663474,Triston McKenzie,1,1,4.0,4,1,6,5,1,12.0,24.0
1850,1850,4/13/2024,676974,Max Meyer,1,1,6.0,6,7,0,1,0,18.0,68.0
1860,1860,4/13/2024,669194,Ryne Nelson,1,1,6.0,7,4,1,1,0,18.0,61.0
1867,1867,4/13/2024,686752,Ryan Pepiot,1,1,5.0,5,6,1,4,2,15.0,40.0
1869,1869,4/13/2024,547001,Cody Poteet,1,1,6.0,6,4,0,1,1,18.0,59.0
1873,1873,4/13/2024,684320,Yariel Rodr\xc3\xadguez,1,1,3.2,4,6,2,1,1,11.0,47.0
1875,1875,4/13/2024,657746,Joe Ryan,1,1,6.0,6,12,1,1,1,18.0,65.0
1876,1876,4/13/2024,519242,Chris Sale,1,1,7.0,6,7,3,5,1,21.0,50.0
1881,1881,4/13/2024,657376,Clarke Schmidt,1,1,5.0,3,7,5,1,0,15.0,58.0
1887,1887,4/13/2024,694813,Gavin Stone,1,1,6.2,5,4,1,2,0,20.0,66.0
1894,1894,4/13/2024,605513,Spencer Turnbull,1,1,4.0,4,3,4,3,1,12.0,36.0
1898,1898,4/13/2024,663362,Matt Waldron,1,1,5.0,3,4,4,1,0,15.0,57.0
1899,1899,4/13/2024,657277,Logan Webb,1,1,7.0,6,4,1,1,0,21.0,69.0
1904,1904,4/13/2024,680573,Simeon Woods Richardson,1,1,6.0,2,5,1,1,0,18.0,72.0
1907,1907,4/14/2024,671106,Logan Allen,1,1,5.2,6,4,2,4,2,17.0,38.0
1911,1911,4/14/2024,542881,Tyler Anderson,1,1,4.1,4,4,3,3,2,13.0,35.0
1912,1912,4/14/2024,542888,Shawn Armstrong,1,1,2.0,2,5,0,1,0,6.0,50.0
1913,1913,4/14/2024,668933,Graham Ashcraft,1,1,5.2,5,8,2,1,0,17.0,65.0
1914,1914,4/14/2024,665871,Javier Assad,1,1,5.2,4,6,1,2,1,17.0,58.0
1920,1920,4/14/2024,678394,Brayan Bello,1,1,5.1,6,8,2,2,1,16.0,52.0
1922,1922,4/14/2024,621244,Jos\xc3\xa9 Berr\xc3\xados,1,1,7.0,2,7,2,0,0,21.0,81.0
1925,1925,4/14/2024,669203,Corbin Burnes,1,1,5.0,6,5,2,2,1,15.0,47.0
1926,1926,4/14/2024,676130,Jos\xc3\xa9 Butt\xc3\xb3,1,1,6.0,2,9,1,0,0,18.0,79.0
1929,1929,4/14/2024,622491,Luis Castillo,1,1,6.0,7,9,0,2,1,18.0,59.0
1933,1933,4/14/2024,641482,Nestor Cortes,1,1,4.0,5,6,1,4,2,12.0,34.0
1935,1935,4/14/2024,506433,Yu Darvish,1,1,5.0,4,2,2,3,1,15.0,45.0
1941,1941,4/14/2024,543135,Nathan Eovaldi,1,1,6.0,8,3,2,5,2,18.0,32.0
1946,1946,4/14/2024,656427,Jack Flaherty,1,1,6.1,6,8,2,3,1,19.0,55.0
1950,1950,4/14/2024,607536,Kyle Freeland,1,1,5.0,7,3,2,4,0,15.0,43.0
1952,1952,4/14/2024,668678,Zac Gallen,1,1,6.0,4,7,2,0,0,18.0,71.0
1961,1961,4/14/2024,664299,Cristian Javier,1,1,7.0,5,5,2,2,1,21.0,61.0
1965,1965,4/14/2024,656605,Mitch Keller,1,1,7.0,8,4,0,2,1,21.0,58.0
1972,1972,4/14/2024,666200,Jes\xc3\xbas Luzardo,1,1,5.0,7,4,1,5,1,15.0,37.0
1976,1976,4/14/2024,571945,Miles Mikolas,1,1,4.2,4,3,2,5,0,14.0,44.0
1981,1981,4/14/2024,450203,Charlie Morton,1,1,5.2,7,8,1,6,1,17.0,42.0
1984,1984,4/14/2024,641927,Bailey Ober,1,1,6.0,3,3,0,0,0,18.0,73.0
1988,1988,4/14/2024,572020,James Paxton,1,1,5.0,3,1,8,3,1,15.0,34.0
1992,1992,4/14/2024,666142,Cole Ragans,1,1,6.0,5,8,1,0,0,18.0,72.0
1995,1995,4/14/2024,607067,Colin Rea,1,1,5.2,5,6,1,3,2,17.0,47.0
2006,2006,4/14/2024,605483,Blake Snell,1,1,4.0,6,4,2,7,2,12.0,19.0
2007,2007,4/14/2024,647336,Michael Soroka,1,1,4.2,5,4,6,5,1,14.0,29.0
2024,2024,4/14/2024,554430,Zack Wheeler,1,1,5.0,5,10,3,4,1,15.0,46.0
2025,2025,4/14/2024,592866,Trevor Williams,1,1,5.1,6,7,1,3,0,16.0,56.0
2028,2028,4/14/2024,622072,Alex Wood,1,1,4.1,7,4,4,4,1,13.0,30.0
2035,2035,4/15/2024,681293,Spencer Arrighetti,1,1,4.0,4,5,2,2,0,12.0,51.0
2037,2037,4/15/2024,605135,Chris Bassitt,1,1,6.1,4,5,2,1,0,19.0,68.0
2043,2043,4/15/2024,676962,Ben Brown,1,1,6.0,1,4,2,1,0,18.0,71.0
2045,2045,4/15/2024,665795,Edward Cabrera,1,1,6.0,5,10,1,1,0,18.0,71.0
2052,2052,4/15/2024,676710,Kutter Crawford,1,1,5.2,2,6,0,0,0,17.0,76.0
2053,2053,4/15/2024,675540,Xzavion Curry,1,1,5.0,2,3,1,0,0,15.0,67.0
2058,2058,4/15/2024,621107,Zach Eflin,1,1,6.1,6,5,0,0,0,19.0,71.0
2066,2066,4/15/2024,661563,Luis Gil,1,1,5.0,3,6,7,3,0,15.0,47.0
2068,2068,4/15/2024,607192,Tyler Glasnow,1,1,5.0,8,5,2,6,2,15.0,25.0
2069,2069,4/15/2024,543243,Sonny Gray,1,1,6.0,4,6,0,0,0,18.0,74.0
2072,2072,4/15/2024,690986,Kyle Harrison,1,1,6.0,8,2,1,3,1,18.0,45.0
2080,2080,4/15/2024,605288,Adrian Houser,1,1,5.1,2,5,5,2,0,16.0,57.0
2081,2081,4/15/2024,608344,Cole Irvin,1,1,4.2,6,4,0,2,1,14.0,48.0
2085,2085,4/15/2024,518876,Merrill Kelly,1,1,5.0,3,5,2,1,1,15.0,56.0
2088,2088,4/15/2024,669923,George Kirby,1,1,6.0,5,6,0,2,1,18.0,60.0
2098,2098,4/15/2024,547179,Michael Lorenzen,1,1,5.0,3,4,5,0,0,15.0,58.0
2099,2099,4/15/2024,607625,Seth Lugo,1,1,7.0,4,4,1,0,0,21.0,76.0
2110,2110,4/15/2024,593423,Frankie Montas,1,1,2.0,3,1,5,5,2,6.0,10.0
2114,2114,4/15/2024,605397,Joe Musgrove,1,1,6.0,7,3,4,3,1,18.0,42.0
2116,2116,4/15/2024,680897,Nick Nastrini,1,1,5.0,3,5,2,2,1,15.0,53.0
2119,2119,4/15/2024,605400,Aaron Nola,1,1,7.1,4,9,1,1,1,22.0,74.0
2120,2120,4/15/2024,681857,Reese Olson,1,1,6.1,6,8,1,1,0,19.0,69.0
2122,2122,4/15/2024,680730,Mitchell Parker,1,1,5.0,4,4,0,2,0,15.0,60.0
2123,2123,4/15/2024,527048,Mart\xc3\xadn P\xc3\xa9rez,1,1,5.2,6,1,2,3,0,17.0,50.0
2124,2124,4/15/2024,615698,Cal Quantrill,1,1,6.0,4,1,2,1,0,18.0,62.0
2130,2130,4/15/2024,605452,Joe Ross,1,1,4.2,9,4,2,6,0,14.0,32.0
2132,2132,4/15/2024,663776,Patrick Sandoval,1,1,5.0,4,3,2,1,0,15.0,58.0
2141,2141,4/15/2024,548389,Ross Stripling,1,1,5.2,6,4,2,3,0,17.0,53.0
2147,2147,4/15/2024,686973,Louie Varland,1,1,5.0,11,6,0,4,2,15.0,30.0
2149,2149,4/15/2024,670241,Darius Vines,1,1,4.2,4,4,3,1,0,14.0,55.0
2164,2164,4/16/2024,676440,Tanner Bibee,1,1,5.0,5,3,2,1,1,15.0,50.0
2166,2166,4/16/2024,686613,Hunter Brown,1,1,6.0,5,3,3,2,1,18.0,51.0
2170,2170,4/16/2024,656302,Dylan Cease,1,1,6.0,2,7,5,1,0,18.0,66.0
2173,2173,4/16/2024,650644,Aaron Civale,1,1,6.0,5,8,0,3,2,18.0,53.0
2176,2176,4/16/2024,571578,Patrick Corbin,1,1,6.1,9,5,4,5,1,19.0,36.0
2190,2190,4/16/2024,669302,Logan Gilbert,1,1,6.2,3,6,1,1,0,20.0,75.0
2192,2192,4/16/2024,596295,Austin Gomber,1,1,5.1,6,4,0,3,1,16.0,49.0
2194,2194,4/16/2024,592351,Jon Gray,1,1,6.0,3,7,3,1,0,18.0,68.0
2195,2195,4/16/2024,668881,Hunter Greene,1,1,4.0,4,8,3,1,0,12.0,55.0
2197,2197,4/16/2024,543294,Kyle Hendricks,1,1,4.1,5,3,3,7,2,13.0,20.0
2198,2198,4/16/2024,674072,Tommy Henry,1,1,4.1,9,3,1,5,0,13.0,34.0
2200,2200,4/16/2024,663855,Jordan Hicks,1,1,5.0,3,5,3,2,0,15.0,57.0
2202,2202,4/16/2024,669165,Kyle Hurt,1,1,2.0,3,0,0,0,0,6.0,46.0
2208,2208,4/16/2024,683003,Jared Jones,1,1,5.0,1,7,0,0,0,15.0,75.0
2210,2210,4/16/2024,579328,Yusei Kikuchi,1,1,6.0,4,9,1,1,0,18.0,72.0
2219,2219,4/16/2024,625643,Reynaldo L\xc3\xb3pez,1,1,6.0,4,7,1,0,0,18.0,73.0
2220,2220,4/16/2024,458681,Lance Lynn,1,1,7.0,5,1,1,1,1,21.0,62.0
2227,2227,4/16/2024,489119,Wade Miley,1,1,3.0,5,2,2,4,1,9.0,28.0
2230,2230,4/16/2024,663554,Casey Mize,1,1,6.0,5,6,0,2,0,18.0,66.0
2237,2237,4/16/2024,663978,Chris Paddack,1,1,5.1,12,2,1,9,2,16.0,9.0
2244,2244,4/16/2024,500779,Jose Quintana,1,1,5.0,4,4,3,1,0,15.0,57.0
2248,2248,4/16/2024,607074,Carlos Rod\xc3\xb3n,1,1,4.0,5,5,4,3,0,12.0,42.0
2249,2249,4/16/2024,680570,Grayson Rodriguez,1,1,6.0,4,6,3,2,0,18.0,62.0
2257,2257,4/16/2024,676664,JP Sears,1,1,5.0,2,2,3,1,0,15.0,59.0
2262,2262,4/16/2024,667755,Jos\xc3\xa9 Soriano,1,1,5.0,1,6,5,1,0,15.0,61.0
2266,2266,4/16/2024,624133,Ranger Su\xc3\xa1rez,1,1,9.0,7,8,1,0,0,27.0,86.0
2273,2273,4/16/2024,677960,Ryan Weathers,1,1,6.0,5,10,1,2,1,18.0,62.0
2277,2277,4/16/2024,676477,Garrett Whitlock,1,1,4.0,3,1,1,2,0,12.0,51.0
2281,2281,4/17/2024,671096,Andrew Abbott,1,1,6.0,4,6,3,2,2,18.0,50.0
2291,2291,4/17/2024,621112,Paul Blackburn,1,1,5.2,6,7,5,3,0,17.0,50.0
2293,2293,4/17/2024,686563,Jonathan Cannon,1,1,5.0,3,3,1,1,0,15.0,62.0
2299,2299,4/17/2024,672282,Reid Detmers,1,1,5.1,7,4,1,1,0,16.0,57.0
2304,2304,4/17/2024,641540,Dane Dunning,1,1,5.0,3,5,4,1,1,15.0,52.0
2307,2307,4/17/2024,663559,Bailey Falter,1,1,5.0,4,4,1,2,1,15.0,52.0
2308,2308,4/17/2024,607200,Erick Fedde,1,1,5.2,3,5,3,0,0,17.0,67.0
2309,2309,4/17/2024,663372,Ryan Feltner,1,1,5.1,9,8,2,6,2,16.0,28.0
2314,2314,4/17/2024,641585,J.P. France,1,1,5.0,4,4,1,2,2,15.0,46.0
2315,2315,4/17/2024,608331,Max Fried,1,1,5.0,7,2,4,3,1,15.0,35.0
2319,2319,4/17/2024,592332,Kevin Gausman,1,1,5.0,4,6,3,1,0,15.0,59.0
2328,2328,4/17/2024,656557,Tanner Houck,1,1,9.0,3,9,0,0,0,27.0,97.0
2331,2331,4/17/2024,663623,Jake Irvin,1,1,6.0,4,6,1,0,0,18.0,72.0
2337,2337,4/17/2024,650633,Michael King,1,1,7.2,2,10,2,1,0,23.0,85.0
2338,2338,4/17/2024,689017,Landon Knack,1,1,5.0,4,4,1,2,1,15.0,52.0
2346,2346,4/17/2024,641793,Zack Littell,1,1,5.2,8,7,0,3,1,17.0,50.0
2347,2347,4/17/2024,594902,Ben Lively,1,1,5.0,3,7,1,2,1,15.0,57.0
2349,2349,4/17/2024,641154,Pablo L\xc3\xb3pez,1,1,6.0,2,7,0,1,1,18.0,70.0
2354,2354,4/17/2024,571927,Steven Matz,1,1,5.0,7,4,3,5,1,15.0,33.0
2358,2358,4/17/2024,682243,Bryce Miller,1,1,6.0,1,7,1,1,1,18.0,70.0
2369,2369,4/17/2024,694297,Brandon Pfaadt,1,1,7.0,6,6,0,2,1,21.0,64.0
2374,2374,4/17/2024,669432,Trevor Rogers,1,1,5.2,4,6,0,1,0,17.0,69.0
2377,2377,4/17/2024,650911,Cristopher S\xc3\xa1nchez,1,1,6.0,6,10,1,1,0,18.0,69.0
2381,2381,4/17/2024,622663,Luis Severino,1,1,6.0,5,4,3,0,0,18.0,64.0
2383,2383,4/17/2024,663903,Brady Singer,1,1,5.0,3,5,3,2,1,15.0,51.0
2384,2384,4/17/2024,669373,Tarik Skubal,1,1,6.1,5,6,1,2,0,19.0,66.0
2393,2393,4/17/2024,573186,Marcus Stroman,1,1,5.1,6,2,2,2,1,16.0,46.0
